case_id	object_key	gate_version	calibration_arm	candidate_arm	threshold_contact_3mm_in_mask	relative_threshold_contact_3mm_in_mask	omnirt_contact_3mm_in_mask	omnirt_gate_pass_contact_3mm_in_mask	prg_contact_3mm_in_mask	prg_gate_pass_contact_3mm_in_mask	threshold_raw_contact_in_mask	relative_threshold_raw_contact_in_mask	omnirt_raw_contact_in_mask	omnirt_gate_pass_raw_contact_in_mask	prg_raw_contact_in_mask	prg_gate_pass_raw_contact_in_mask	threshold_hand_object_penetration_3mm	relative_threshold_hand_object_penetration_3mm	omnirt_hand_object_penetration_3mm	omnirt_gate_pass_hand_object_penetration_3mm	prg_hand_object_penetration_3mm	prg_gate_pass_hand_object_penetration_3mm	threshold_lower_body_penetration	relative_threshold_lower_body_penetration	omnirt_lower_body_penetration	omnirt_gate_pass_lower_body_penetration	prg_lower_body_penetration	prg_gate_pass_lower_body_penetration	threshold_foot_slip_max_m	relative_threshold_foot_slip_max_m	omnirt_foot_slip_max_m	omnirt_gate_pass_foot_slip_max_m	prg_foot_slip_max_m	prg_gate_pass_foot_slip_max_m	threshold_obj_speed_max	relative_threshold_obj_speed_max	omnirt_obj_speed_max	omnirt_gate_pass_obj_speed_max	prg_obj_speed_max	prg_gate_pass_obj_speed_max	threshold_ankle_jerk_p95	relative_threshold_ankle_jerk_p95	omnirt_ankle_jerk_p95	omnirt_gate_pass_ankle_jerk_p95	prg_ankle_jerk_p95	prg_gate_pass_ankle_jerk_p95	prg_absolute_gate_pass_hand_object_physics_contact_in_mask_frac	prg_absolute_gate_pass_hand_object_physics_penetration_3mm_frame_frac	prg_absolute_gate_pass_leg_penetration_frac	prg_absolute_failure_modes	omnirt_wide_gate_pass	omnirt_failure_modes	prg_wide_gate_pass	prg_failure_modes	rl_filter_decision	rl_export_authority
box023_20231011_019_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.07826086957	0.02173913043	true	0.3043478261	true	0.1	0.7695652174	0.8695652174	true	0.7391304348	false	0.1	0.4979591837	0.3979591837	true	0.2142857143	true	0.1	0.1	0	true	0.112244898	false	1.5	2.234565906	1.489710604	true	0.2909369731	true	1.5	8.521390911	5.680927274	true	2.891060562	true	1.5	21018.59109	14012.39406	true	1016.993117	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_021_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0612903226	0.1612903226	true	0.5913978495	true	0.1	0.5559139785	0.6559139785	true	0.688172043	true	0.1	0.4538461538	0.3538461538	true	0.06923076923	true	0.1	0.1076923077	0.007692307692	true	0	true	1.5	1.570645052	1.047096701	true	0.7429645614	true	1.5	5.343268077	3.562178718	true	1.619200935	true	1.5	2080.787226	1387.191484	true	720.7927926	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231011_021_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0797752809	0.1797752809	true	0.5730337079	true	0.1	0.7651685393	0.8651685393	true	0.7752808989	true	0.1	0.5728682171	0.4728682171	true	0.1472868217	true	0.1	0.1	0	true	0	true	1.5	2.710044106	1.806696071	true	1.717747809	true	1.5	5.430162276	3.620108184	true	1.616903838	true	1.5	4224.994144	2816.662763	true	1015.684978	true	true	true	true		true		true		RL_CANDIDATE_WIDE_GATE_PASS	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_039_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.06825396825	0.03174603175	true	0.5396825397	true	0.1	0.8682539683	0.9682539683	true	0.6984126984	false	0.1	0.7210526316	0.6210526316	true	0.1052631579	true	0.1	0.2368421053	0.1368421053	true	0.2736842105	false	1.5	2.06670662	1.377804413	true	0.8725000731	true	1.5	4.21626074	2.810840493	true	1.821515211	true	1.5	2826.664622	1884.443081	true	639.5917567	true	true	true	false	leg_penetration_frac	true		false	raw_contact_in_mask;lower_body_penetration;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_040_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.4272727273	0.5272727273	true	0.4181818182	false	0.1	0.9	1	true	0.7636363636	false	0.1	0.361682243	0.261682243	true	0.2523364486	true	0.1	0.1	0	true	0	true	1.5	1.415371923	0.9435812818	true	0.4725833302	true	1.5	5.928720504	3.952480336	true	1.753754498	true	1.5	2163.28306	1442.188707	true	966.8620588	true	true	true	true		true		false	contact_3mm_in_mask;raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_040_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.4322580645	0.5322580645	true	0.5483870968	true	0.1	0.8193548387	0.9193548387	true	0.6774193548	false	0.1	0.3272727273	0.2272727273	true	0.07272727273	true	0.1	0.1090909091	0.009090909091	true	0	true	1.5	1.407972742	0.9386484945	true	0.7421432527	true	1.5	5.411068426	3.607378951	true	1.272970923	true	1.5	3256.169895	2170.77993	true	615.5618307	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_041_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.2582089552	0.3582089552	true	0.4328358209	true	0.1	0.9	1	true	0.6865671642	false	0.1	0.4839285714	0.3839285714	true	0.1607142857	true	0.1	0.1	0	true	0	true	1.5	1.91636018	1.277573453	true	0.5961672183	true	1.5	4.480968726	2.987312484	true	1.342638378	true	1.5	1968.700554	1312.467036	true	679.6651824	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_041_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.3538461538	true	0.1	0.8846153846	0.9846153846	true	0.8307692308	false	0.1	0.6840707965	0.5840707965	true	0.2831858407	true	0.1	0.1	0	true	0.0796460177	true	1.5	1.69995301	1.133302007	true	1.09694237	true	1.5	4.089722547	2.726481698	true	1.310707838	true	1.5	2273.219135	1515.479423	true	766.3849768	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_042_p1	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.4178571429	0.5178571429	true	0.4821428571	true	0.1	0.8285714286	0.9285714286	true	0.8214285714	false	0.1	0.3380952381	0.2380952381	true	0.1904761905	true	0.1	0.1	0	true	0.0380952381	true	1.5	1.873118136	1.248745424	true	1.484878662	true	1.5	5.814284088	3.876189392	true	2.374262883	true	1.5	3179.588458	2119.725639	true	883.0215547	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box023_20231020_042_p2	box023	E197-omni-wide-v1	OmniRetarget	PRG	0.1	0.0290322581	0.1290322581	true	0.5806451613	true	0.1	0.8838709677	0.9838709677	true	0.8064516129	false	0.1	0.5953271028	0.4953271028	true	0.1308411215	true	0.1	0.1	0	true	0	true	1.5	2.445672687	1.630448458	true	0.6871128107	true	1.5	5.306619888	3.537746592	true	1.954041349	true	1.5	3234.950606	2156.633737	true	820.2226879	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_026_p1	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.1630434783	true	0.1	0.9	1	true	0.8369565217	false	0.1	0.9067226891	0.8067226891	true	0.5210084034	true	0.1	0.4361344538	0.3361344538	true	0	true	1.5	2.710441837	1.806961225	true	0.8922127435	true	1.5	2.101689548	1.401126365	true	1.260814382	true	1.5	2289.46089	1526.30726	true	681.2105651	true	true	false	true	hand_object_physics_penetration_3mm_frame_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_026_p2	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.3370786517	true	0.1	0.9	1	true	0.9213483146	true	0.1	0.8913043478	0.7913043478	true	0.452173913	true	0.1	0.1869565217	0.08695652174	true	0	true	1.5	2.870416236	1.913610824	true	0.6944748973	true	1.5	2.135869436	1.423912957	true	1.319671981	true	1.5	2064.071562	1376.047708	true	642.3773727	true	true	false	true	hand_object_physics_penetration_3mm_frame_frac	true		false	absolute:hand_object_physics_penetration_3mm_frame_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_027_p1	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.6063829787	true	0.1	0.9	1	true	0.8723404255	false	0.1	0.85	0.75	true	0.1893939394	true	0.1	0.3727272727	0.2727272727	true	0	true	1.5	1.930620501	1.287080334	true	0.3914981722	true	1.5	2.28584269	1.523895127	true	1.045805747	true	1.5	4359.700676	2906.467117	true	616.3075132	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_027_p2	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.6341463415	true	0.1	0.9	1	true	0.7317073171	false	0.1	0.7935483871	0.6935483871	true	0.06451612903	true	0.1	0.285483871	0.185483871	true	0	true	1.5	1.523983666	1.015989111	true	1.059020378	true	1.5	2.323016439	1.548677626	true	1.050430539	true	1.5	1950.077561	1300.051707	true	431.9906811	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_028_p1	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.09	0.01	true	0.16	true	0.1	0.89	0.99	true	0.81	false	0.1	0.8013888889	0.7013888889	true	0.4583333333	true	0.1	0.35	0.25	true	0.125	true	1.5	1.040780258	0.6938535055	true	0.3781373902	true	1.5	6.991638972	4.661092648	true	1.951937619	true	1.5	5090.258562	3393.505708	true	1104.316531	true	true	false	false	hand_object_physics_penetration_3mm_frame_frac;leg_penetration_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_028_p2	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.5483870968	true	0.1	0.9	1	true	0.7956989247	false	0.1	0.8111111111	0.7111111111	true	0.1703703704	true	0.1	0.1814814815	0.08148148148	true	0.07407407407	true	1.5	2.076211691	1.384141127	true	1.425195417	true	1.5	7.105338456	4.736892304	true	2.092088153	true	1.5	3367.282893	2244.855262	true	664.9193807	true	true	true	true		true		false	raw_contact_in_mask	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_030_p1	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.1111111111	true	0.1	0.9	1	true	0.8888888889	false	0.1	0.8058823529	0.7058823529	true	0.5490196078	true	0.1	0.3058823529	0.2058823529	true	0	true	1.5	1.598534263	1.065689509	true	0.7263307651	true	1.5	3.675213837	2.450142558	true	1.455180552	true	1.5	3104.200443	2069.466962	true	721.1773835	true	true	false	true	hand_object_physics_penetration_3mm_frame_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_031_p1	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.137254902	true	0.1	0.9	1	true	0.8823529412	false	0.1	0.8794117647	0.7794117647	true	0.5882352941	true	0.1	0.3794117647	0.2794117647	true	0	true	1.5	1.777111668	1.184741112	true	0.3493721082	true	1.5	8.253875672	5.502583781	true	2.227055277	true	1.5	3463.447684	2308.965123	true	657.4215297	true	true	false	true	hand_object_physics_penetration_3mm_frame_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
box024_20231011_031_p2	box024	E197-omni-wide-v1	OmniRetarget	PRG	0.1	-0.1	0	true	0.07407407407	true	0.1	0.9	1	true	0.6296296296	false	0.1	0.8837837838	0.7837837838	true	0.4054054054	true	0.1	0.4243243243	0.3243243243	true	0.1486486486	true	1.5	1.6241037	1.0827358	true	0.1972575633	true	1.5	8.388102958	5.592068639	true	1.490128857	true	1.5	6355.156829	4236.771219	true	1498.973703	true	true	false	false	hand_object_physics_penetration_3mm_frame_frac;leg_penetration_frac	true		false	raw_contact_in_mask;absolute:hand_object_physics_penetration_3mm_frame_frac;absolute:leg_penetration_frac	RL_CANDIDATE_FILTERED_WIDE_GATE	NOT_RL_EXPORT_READY_REQUIRES_EXISTING_MANUAL_PARTNER_ALIGNMENT_GATES
